Python Developer,Easy,What are Python decorators?,"Decorators are functions that modify or extend the behavior of another function without changing its source code. They are commonly used for logging, authentication, and caching."
Python Developer,Easy,What is a dictionary in Python?,A dictionary is a mutable data structure that stores key-value pairs. Keys must be unique and provide fast lookup using hashing.
Python Developer,Easy,Explain lambda functions.,"Lambda functions are anonymous functions created using the lambda keyword. They are useful for writing short, single-expression functions."
Python Developer,Easy,What are Python modules?,"A Python module is a file containing reusable functions, classes, and variables that can be imported into other Python programs."
Python Developer,Medium,Explain generators in Python.,"Generators are functions that use the yield keyword to produce values one at a time instead of returning all values at once, making them memory efficient."
Python Developer,Medium,Explain *args and **kwargs.,"*args allows a function to accept any number of positional arguments, whereas **kwargs allows any number of keyword arguments."
Python Developer,Medium,What is list comprehension?,List comprehension provides a concise way to create lists using a single line of code. Example: squares = [x*x for x in range(5)].
Python Developer,Medium,Explain exception handling in Python.,"Exception handling uses try, except, else, and finally blocks to catch runtime errors and prevent application crashes."
Python Developer,Medium,What are virtual environments?,A virtual environment is an isolated Python environment that allows projects to use different package versions without conflicts.
Python Developer,Hard,What is the Global Interpreter Lock (GIL)?,"The Global Interpreter Lock (GIL) ensures that only one thread executes Python bytecode at a time in CPython, simplifying memory management but limiting true CPU-bound multithreading."
Python Developer,Hard,Explain Python memory management.,Python manages memory using reference counting and a cyclic garbage collector that removes unused objects and handles circular references.
Python Developer,Hard,What is the difference between multiprocessing and multithreading?,"Multithreading is best for I/O-bound tasks because threads share memory, whereas multiprocessing creates separate processes for CPU-intensive tasks and bypasses the GIL."
Python Developer,Hard,How would you optimize a slow Python application?,"Optimization techniques include profiling the code, improving algorithms, using caching, optimizing database queries, asynchronous programming for I/O tasks, and multiprocessing for CPU-bound tasks."
Python Developer,Hard,Design a REST API using Flask or FastAPI.,"A REST API should include proper routing, request validation, authentication using JWT, database integration, exception handling, logging, testing, and API documentation using OpenAPI/Swagger."
Machine Learning Engineer,Easy,What is Machine Learning?,Machine Learning is a branch of Artificial Intelligence that enables computers to learn patterns from data and make predictions or decisions without being explicitly programmed.
Machine Learning Engineer,Easy,What is supervised learning?,Supervised learning is a machine learning technique where models are trained using labeled data to predict outputs for unseen inputs. Examples include Linear Regression and Decision Trees.
Machine Learning Engineer,Easy,What is overfitting?,"Overfitting occurs when a model memorizes the training data instead of learning general patterns, resulting in poor performance on unseen data. It can be reduced using regularization, cross-validation, and dropout."
Machine Learning Engineer,Easy,What is the difference between classification and regression?,"Classification predicts discrete categories such as spam or not spam, whereas regression predicts continuous numerical values such as house prices."
Machine Learning Engineer,Easy,What is feature engineering?,"Feature engineering is the process of selecting, transforming, and creating meaningful features from raw data to improve machine learning model performance."
Machine Learning Engineer,Medium,Explain cross-validation.,Cross-validation divides the dataset into multiple folds. The model is trained on some folds and validated on the remaining fold to estimate its performance.
Machine Learning Engineer,Medium,Explain Gradient Descent.,Gradient Descent is an optimization algorithm that minimizes a loss function by iteratively updating model parameters in the direction of the negative gradient.
Machine Learning Engineer,Medium,Difference between Decision Tree and Random Forest.,"A Decision Tree is a single predictive model that can overfit, whereas Random Forest combines multiple decision trees to improve accuracy and reduce overfitting."
Machine Learning Engineer,Medium,What are Precision," Recall, and F1-Score?,Precision measures correct positive predictions, Recall measures the percentage of actual positives correctly identified, and F1-Score balances Precision and Recall."
Machine Learning Engineer,Medium,Explain Confusion Matrix.,"A confusion matrix summarizes classification performance using True Positives, True Negatives, False Positives, and False Negatives."
Machine Learning Engineer,Hard,Difference between Bagging and Boosting.,"Bagging trains multiple models independently and combines their predictions, whereas Boosting trains models sequentially with each model correcting the errors of the previous one."
Machine Learning Engineer,Hard,How would you handle an imbalanced dataset?,"Techniques include oversampling, undersampling, SMOTE, class weighting, threshold tuning, and using evaluation metrics such as F1-score instead of accuracy."
Machine Learning Engineer,Hard,How would you deploy a machine learning model?,"Deploy the model as a REST API using Flask or FastAPI, containerize it with Docker, monitor performance, and host it on cloud platforms such as Azure or AWS."
Machine Learning Engineer,Hard,Explain bias-variance tradeoff.,"Bias is the error caused by overly simple assumptions, while variance is the error caused by sensitivity to training data. A good model balances both for optimal performance."
Machine Learning Engineer,Hard,How would you build a recommendation system?,"A recommendation system can use collaborative filtering, content-based filtering, or hybrid approaches using user interactions, ratings, and product similarity to generate personalized recommendations."
Data Analyst,Easy,What is the difference between INNER JOIN and LEFT JOIN?,"INNER JOIN returns only matching records from both tables, whereas LEFT JOIN returns all records from the left table and matching records from the right table. If no match exists, NULL values are returned."
Data Analyst,Easy,What is GROUP BY in SQL?,"GROUP BY groups rows with the same values into summary rows and is commonly used with aggregate functions like COUNT(), SUM(), AVG(), MAX(), and MIN()."
Data Analyst,Easy,What is a primary key?,A primary key uniquely identifies each record in a table. It cannot contain NULL values and ensures data integrity.
Data Analyst,Easy,What is data cleaning?,"Data cleaning is the process of identifying and correcting missing, duplicate, inconsistent, or incorrect data before analysis to improve data quality."
Data Analyst,Easy,What is the difference between NULL and 0 in SQL?,"NULL represents missing or unknown data, whereas 0 is an actual numeric value."
Data Analyst,Medium,Write an SQL query to find the second highest salary.,SELECT MAX(salary) FROM employees WHERE salary < (SELECT MAX(salary) FROM employees);
Data Analyst,Medium,What is the difference between WHERE and HAVING?,"WHERE filters rows before grouping, whereas HAVING filters grouped results after the GROUP BY clause."
Data Analyst,Medium,Explain window functions in SQL.,"Window functions perform calculations across related rows without grouping them. Common examples include ROW_NUMBER(), RANK(), DENSE_RANK(), LEAD(), and LAG()."
Data Analyst,Medium,What is normalization?,"Normalization is the process of organizing database tables to reduce redundancy and improve data integrity. Common normal forms include 1NF, 2NF, 3NF, and BCNF."
Data Analyst,Medium,How would you analyze declining sales for a product?,"Verify the data, compare historical trends, analyze customer segments, regions, channels, pricing, competitors, and seasonal factors before identifying the root cause and suggesting improvements."
Data Analyst,Hard,Explain the ETL process.,"ETL stands for Extract, Transform, and Load. Data is extracted from multiple sources, transformed into a clean and consistent format, and loaded into a data warehouse for reporting and analysis."
Data Analyst,Hard,How would you optimize a slow SQL query?,"Optimize SQL queries using indexes, efficient joins, filtering with WHERE clauses, avoiding SELECT *, reviewing execution plans, and optimizing subqueries."
Data Analyst,Hard,What is the difference between Star Schema and Snowflake Schema?,"A Star Schema has a central fact table connected to denormalized dimension tables for faster querying, whereas a Snowflake Schema uses normalized dimension tables to reduce redundancy."
Data Analyst,Hard,How would you create a dashboard for business stakeholders?,"Understand business requirements, identify KPIs, clean and transform data, design clear visualizations, add filters and drill-downs, validate insights, and ensure the dashboard is easy to understand."
Data Analyst,Hard,How would you measure the success of a business process improvement?,"Define KPIs such as revenue, conversion rate, cost reduction, productivity, and customer satisfaction. Compare before-and-after performance, analyze trends, and validate improvements using statistical methods."
Data Scientist,Easy,What is Machine Learning?,Machine Learning is a branch of Artificial Intelligence that enables systems to learn patterns from data and make predictions without being explicitly programmed.
Data Scientist,Easy,What is the difference between supervised and unsupervised learning?,"Supervised learning uses labeled data to train models, whereas unsupervised learning discovers hidden patterns from unlabeled data."
Data Scientist,Easy,What is overfitting?,"Overfitting occurs when a model learns the training data too well, including noise, resulting in poor performance on unseen data. It can be reduced using regularization, cross-validation, and early stopping."
Data Scientist,Easy,What is feature engineering?,"Feature engineering is the process of selecting, transforming, and creating meaningful input features to improve machine learning model performance."
Data Scientist,Easy,What is a confusion matrix?,"A confusion matrix evaluates classification models using True Positives, True Negatives, False Positives, and False Negatives."
Data Scientist,Medium,Explain Gradient Descent.,Gradient Descent is an optimization algorithm that minimizes a loss function by iteratively updating model parameters in the direction of the negative gradient.
Data Scientist,Medium,What is cross-validation?,Cross-validation divides the dataset into multiple folds and repeatedly trains and validates the model to estimate its generalization performance.
Data Scientist,Medium,Difference between Decision Tree and Random Forest.,"A Decision Tree is a single predictive model that may overfit, whereas Random Forest combines multiple decision trees to improve accuracy and reduce overfitting."
Data Scientist,Medium,What are Precision," Recall, and F1-Score?,Precision measures correct positive predictions, Recall measures correctly identified actual positives, and F1-Score is the harmonic mean of Precision and Recall."
Data Scientist,Medium,How would you evaluate an A/B test?,"Define business metrics, split users randomly into control and treatment groups, collect sufficient data, perform statistical significance testing, and compare results before making decisions."
Data Scientist,Hard,Explain Principal Component Analysis (PCA).,PCA is a dimensionality reduction technique that transforms correlated variables into a smaller number of uncorrelated principal components while preserving maximum variance.
Data Scientist,Hard,How would you detect fraudulent transactions?,"Collect transaction data, engineer behavioral features, handle class imbalance, train classification models such as XGBoost, evaluate using Precision and Recall, and continuously monitor model performance."
Data Scientist,Hard,How would you forecast sales for a business?,"Collect historical sales data, engineer seasonal and promotional features, train forecasting models such as ARIMA, Prophet, or LSTM, evaluate prediction accuracy, and retrain periodically."
Data Scientist,Hard,Explain the bias-variance tradeoff.,"Bias is the error caused by overly simple assumptions, whereas variance is the error caused by sensitivity to training data. A good model balances both to achieve optimal performance."
Data Scientist,Hard,How would you deploy a machine learning model into production?,"Deploy the model as a REST API using Flask or FastAPI, containerize it using Docker, monitor performance, track model drift, and host it on cloud platforms such as Azure or AWS."
Backend Developer,Easy,What is a REST API?,"REST API is an architectural style that enables communication between clients and servers using HTTP methods such as GET, POST, PUT, and DELETE. It is stateless and commonly exchanges data in JSON format."
Backend Developer,Easy,What is the difference between GET and POST?,"GET retrieves data from the server without modifying resources, whereas POST sends data to the server to create or process a resource."
Backend Developer,Easy,What is JSON?,"JSON (JavaScript Object Notation) is a lightweight, human-readable format used to exchange structured data between applications."
Backend Developer,Easy,What is the difference between SQL and NoSQL databases?,"SQL databases are relational with fixed schemas and ACID compliance, whereas NoSQL databases are schema-flexible and designed for horizontal scalability."
Backend Developer,Easy,What is authentication?,"Authentication is the process of verifying a user's identity before granting access to a system. Common methods include passwords, JWT, OAuth, and multi-factor authentication."
Backend Developer,Medium,Explain JWT Authentication.,"JWT (JSON Web Token) is a token-based authentication mechanism. After successful login, the server generates a signed token that clients include in future requests for identity verification."
Backend Developer,Medium,What is database indexing?,"Database indexing creates a data structure that speeds up data retrieval. Indexes improve SELECT queries but require additional storage and can slow INSERT, UPDATE, and DELETE operations."
Backend Developer,Medium,Explain connection pooling.,"Connection pooling maintains a pool of reusable database connections, reducing the overhead of creating new connections and improving application performance."
Backend Developer,Medium,What is caching?,"Caching stores frequently accessed data in memory using technologies like Redis or Memcached, reducing database load and improving response time."
Backend Developer,Medium,Explain database transactions.,A transaction is a sequence of database operations executed as a single unit of work. Transactions follow ACID properties to ensure data consistency and reliability.
Backend Developer,Hard,How would you design a URL Shortener system?,"The system should include REST APIs, a unique ID generator, database storage, Redis cache, load balancing, database replication, and monitoring to support high scalability and availability."
Backend Developer,Hard,Explain Microservices Architecture.,"Microservices Architecture divides an application into independent services that communicate using APIs or message queues. Each service can be developed, deployed, and scaled independently."
Backend Developer,Hard,How would you scale a backend application for millions of users?,"Use horizontal scaling, load balancers, Redis caching, database replication, message queues such as Kafka or RabbitMQ, CDN, container orchestration, and cloud auto-scaling."
Backend Developer,Hard,What is a message queue and why is it used?,"A message queue enables asynchronous communication between services. Technologies such as RabbitMQ, Kafka, and Azure Service Bus improve scalability, reliability, and fault tolerance."
Backend Developer,Hard,How would you secure a REST API?,"Secure APIs using HTTPS, JWT or OAuth authentication, role-based authorization, input validation, SQL injection prevention, XSS protection, rate limiting, logging, and encryption of sensitive data."
Frontend Developer,Easy,What is the Virtual DOM?,"The Virtual DOM is a lightweight copy of the real DOM used by React. React compares the Virtual DOM with the previous version and updates only the changed elements in the real DOM, improving performance."
Frontend Developer,Easy,What is the difference between HTML and HTML5?,"HTML5 introduced semantic elements like <header>, <section>, and <article>, multimedia support through <audio> and <video>, canvas, local storage, and various modern browser APIs."
Frontend Developer,Easy,What is CSS Flexbox?,"Flexbox is a one-dimensional CSS layout model used to efficiently align and distribute items inside a container, making responsive layouts easier."
Frontend Developer,Easy,What is the difference between var," let, and const?,var is function-scoped and can be redeclared, let is block-scoped and can be reassigned, while const is block-scoped and cannot be reassigned after initialization."
Frontend Developer,Easy,What is event bubbling?,Event bubbling is the process where an event starts from the target element and propagates upward through its parent elements in the DOM.
Frontend Developer,Medium,Explain React Hooks.,"React Hooks allow functional components to use state and lifecycle features. Common hooks include useState, useEffect, useContext, useMemo, useCallback, and useRef."
Frontend Developer,Medium,What is the difference between state and props in React?,"Props are read-only values passed from parent components, whereas state is managed within a component and can change during the component lifecycle."
Frontend Developer,Medium,Explain asynchronous JavaScript.,"Asynchronous JavaScript allows code to execute without blocking the main thread using callbacks, Promises, async/await, and the event loop."
Frontend Developer,Medium,What is responsive web design?,"Responsive web design ensures that web applications adapt to different screen sizes using flexible layouts, media queries, and responsive images."
Frontend Developer,Medium,How would you improve frontend performance?,"Performance can be improved using lazy loading, code splitting, image optimization, caching, CDN delivery, minimizing bundle size, and reducing unnecessary component re-renders."
Frontend Developer,Hard,Explain React reconciliation.,React reconciliation is the process of comparing the current Virtual DOM with the previous one using a diffing algorithm and updating only the changed elements in the real DOM.
Frontend Developer,Hard,How would you optimize a large React application?,"Optimize using lazy loading, code splitting, React.memo, useMemo, useCallback, virtualization for long lists, efficient state management, and bundle optimization."
Frontend Developer,Hard,Explain Server-Side Rendering (SSR).,"Server-Side Rendering generates HTML on the server before sending it to the browser. It improves SEO, initial page load speed, and user experience. Frameworks like Next.js provide SSR support."
Frontend Developer,Hard,What are WebSockets?,"WebSockets provide full-duplex communication between client and server over a persistent connection, making them suitable for chat applications, live notifications, and real-time dashboards."
Frontend Developer,Hard,How would you build a scalable frontend application?,"Use reusable components, modular architecture, lazy loading, API caching, state management, responsive design, accessibility standards, automated testing, CDN delivery, and performance monitoring to ensure scalability."
Full Stack Developer,Easy,What is the difference between frontend and backend development?,"Frontend development focuses on building the user interface using HTML, CSS, and JavaScript, whereas backend development handles business logic, APIs, databases, authentication, and server-side processing."
Full Stack Developer,Easy,What is REST API?,"REST API is an architectural style that enables communication between clients and servers using HTTP methods such as GET, POST, PUT, and DELETE. It is stateless and commonly exchanges data in JSON format."
Full Stack Developer,Easy,What is JSON?,"JSON (JavaScript Object Notation) is a lightweight, human-readable format used for exchanging structured data between applications."
Full Stack Developer,Easy,What is Git and why is it used?,"Git is a distributed version control system used to track code changes, collaborate with teams, manage branches, and maintain project history."
Full Stack Developer,Easy,What is MVC architecture?,"MVC (Model-View-Controller) separates an application into Model, View, and Controller layers, making applications easier to maintain, test, and scale."
Full Stack Developer,Medium,How does React communicate with a backend server?,React communicates with backend APIs using HTTP requests through Fetch API or Axios. The server returns JSON responses that React uses to update the user interface.
Full Stack Developer,Medium,Explain CRUD operations.,"CRUD stands for Create, Read, Update, and Delete. These are the four basic operations performed on database records through backend APIs."
Full Stack Developer,Medium,What is CORS?,Cross-Origin Resource Sharing (CORS) is a browser security feature that controls whether resources from one origin can be accessed by another origin.
Full Stack Developer,Medium,Explain JWT Authentication.,JWT (JSON Web Token) is a secure authentication mechanism where a signed token is generated after login and sent with future requests to verify the user's identity.
Full Stack Developer,Medium,What is database normalization?,"Normalization organizes database tables to reduce redundancy and improve data integrity. Common normal forms include 1NF, 2NF, 3NF, and BCNF."
Full Stack Developer,Hard,How would you design an online employee management system?,"The system should include user authentication, role-based access control, employee records, attendance management, payroll integration, REST APIs, database optimization, logging, and secure deployment."
Full Stack Developer,Hard,Explain Docker and its advantages.,"Docker packages applications and their dependencies into lightweight containers, ensuring consistent execution across development, testing, and production environments while simplifying deployment."
Full Stack Developer,Hard,What is CI/CD?,"CI/CD stands for Continuous Integration and Continuous Deployment. It automates building, testing, and deploying applications, enabling faster and more reliable software releases."
Full Stack Developer,Hard,How would you secure a full stack application?,"Secure the application using HTTPS, JWT or OAuth authentication, password hashing, SQL injection prevention, XSS and CSRF protection, input validation, encryption, secure APIs, and role-based authorization."
Full Stack Developer,Hard,Explain Microservices Architecture.,"Microservices Architecture divides an application into independent services that communicate through APIs or message queues. Each service can be developed, deployed, and scaled independently, improving scalability and maintainability."
